Geno	Mean_Temp	Diurinal_Range	Isothermality	Temp_Seasonality	Max_Temp	Min_Temp	Temp_Range	Temp_Wettest_Quarter	Temp_Driest_Quarter	Temp_Warmest_Quarter	Temp_Coldest_Quarter	Precipitation	Precip._Wettest_Month	Precip._Driest_Month	Precip_Seasonality	Precip_Wettest_Quarter	Precip_Driest_Quarter	Precip_Warmest_Quarter	Precip_Coldest_Quarter	Full_class
BESC-242	10.142666816711401	10.633999824523901	42.185020446777294	522.5557861328119	25.0839996337891	-0.12400000542402301	25.2080001831055	4.503333568573	16.714666366577102	16.714666366577102	4.02600002288818	1198.0	176.0	31.0	50.188682556152294	505.0	126.0	126.0	457.0	nearNorth
BESC-243	10.142666816711401	10.633999824523901	42.185020446777294	522.5557861328119	25.0839996337891	-0.12400000542402301	25.2080001831055	4.503333568573	16.714666366577102	16.714666366577102	4.02600002288818	1198.0	176.0	31.0	50.188682556152294	505.0	126.0	126.0	457.0	nearNorth
BESC-244	10.142666816711401	10.633999824523901	42.185020446777294	522.5557861328119	25.0839996337891	-0.12400000542402301	25.2080001831055	4.503333568573	16.714666366577102	16.714666366577102	4.02600002288818	1198.0	176.0	31.0	50.188682556152294	505.0	126.0	126.0	457.0	nearNorth
BESC-245	10.142666816711401	10.633999824523901	42.185020446777294	522.5557861328119	25.0839996337891	-0.12400000542402301	25.2080001831055	4.503333568573	16.714666366577102	16.714666366577102	4.02600002288818	1198.0	176.0	31.0	50.188682556152294	505.0	126.0	126.0	457.0	nearNorth
BESC-246	10.142666816711401	10.633999824523901	42.185020446777294	522.5557861328119	25.0839996337891	-0.12400000542402301	25.2080001831055	4.503333568573	16.714666366577102	16.714666366577102	4.02600002288818	1198.0	176.0	31.0	50.188682556152294	505.0	126.0	126.0	457.0	nearNorth
BESC-247	10.142666816711401	10.633999824523901	42.185020446777294	522.5557861328119	25.0839996337891	-0.12400000542402301	25.2080001831055	4.503333568573	16.714666366577102	16.714666366577102	4.02600002288818	1198.0	176.0	31.0	50.188682556152294	505.0	126.0	126.0	457.0	nearNorth
BESC-248	10.142666816711401	10.633999824523901	42.185020446777294	522.5557861328119	25.0839996337891	-0.12400000542402301	25.2080001831055	4.503333568573	16.714666366577102	16.714666366577102	4.02600002288818	1198.0	176.0	31.0	50.188682556152294	505.0	126.0	126.0	457.0	nearNorth
BESC-249	11.118166923522901	8.75500011444092	38.924953460693395	519.143737792969	24.3120002746582	1.8199999332427998	22.492000579834	5.473333358764651	17.7013339996338	17.7013339996338	5.2073335647583	989.0	159.0	24.0	55.6811370849609	436.0	95.0	95.0	396.0	nearNorth
BESC-25	10.5683336257935	10.5833330154419	44.4006271362305	491.16943359375	24.6599998474121	0.824000000953674	23.836000442504897	5.16200017929077	16.5626659393311	16.779333114624	4.78399991989136	1488.0	232.0	27.0	59.963626861572294	682.0	123.0	132.0	624.0	Columbia
BESC-250	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-251	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-252	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-253	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-254	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-255	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-256	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-257	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-258	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-259	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-26	11.197999954223599	10.714666366577099	43.20429992675779	522.36474609375	25.888000488281197	1.08800005912781	24.800001144409197	5.420666694641111	17.6399993896484	17.721332550048803	5.03000020980835	1290.0	202.0	26.0	57.7564811706543	583.0	114.0	119.0	531.0	Columbia
BESC-260	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-261	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-262	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-263	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-264	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-265	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-266	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-267	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-268	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-269	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-27	11.197999954223599	10.714666366577099	43.20429992675779	522.36474609375	25.888000488281197	1.08800005912781	24.800001144409197	5.420666694641111	17.6399993896484	17.721332550048803	5.03000020980835	1290.0	202.0	26.0	57.7564811706543	583.0	114.0	119.0	531.0	Columbia
BESC-270	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-271	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-272	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-273	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-274	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-275	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-276	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-277	10.320500373840302	10.2049999237061	41.8306274414062	524.394104003906	24.7639999389648	0.368000000715256	24.395999908447298	4.51000022888184	16.8460006713867	16.8460006713867	4.2446665763855	1600.0	221.0	48.0	45.8431739807129	655.0	181.0	181.0	582.0	nearNorth
BESC-278	10.3741664886475	10.160333633422901	41.9017372131348	520.54736328125	24.676000595092802	0.42800000309944203	24.248001098632802	4.604666709899901	16.8466663360596	16.8466663360596	4.33266687393188	1541.0	214.0	46.0	45.90946960449221	631.0	174.0	174.0	561.0	nearNorth
BESC-279	10.3741664886475	10.160333633422901	41.9017372131348	520.54736328125	24.676000595092802	0.42800000309944203	24.248001098632802	4.604666709899901	16.8466663360596	16.8466663360596	4.33266687393188	1541.0	214.0	46.0	45.90946960449221	631.0	174.0	174.0	561.0	nearNorth
BESC-28	11.197999954223599	10.714666366577099	43.20429992675779	522.36474609375	25.888000488281197	1.08800005912781	24.800001144409197	5.420666694641111	17.6399993896484	17.721332550048803	5.03000020980835	1290.0	202.0	26.0	57.7564811706543	583.0	114.0	119.0	531.0	Columbia
BESC-280	10.3741664886475	10.160333633422901	41.9017372131348	520.54736328125	24.676000595092802	0.42800000309944203	24.248001098632802	4.604666709899901	16.8466663360596	16.8466663360596	4.33266687393188	1541.0	214.0	46.0	45.90946960449221	631.0	174.0	174.0	561.0	nearNorth
BESC-281	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-282	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-283	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-284	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-285	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-286	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-287	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-288	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-289	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-29	11.197999954223599	10.714666366577099	43.20429992675779	522.36474609375	25.888000488281197	1.08800005912781	24.800001144409197	5.420666694641111	17.6399993896484	17.721332550048803	5.03000020980835	1290.0	202.0	26.0	57.7564811706543	583.0	114.0	119.0	531.0	Columbia
BESC-290	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-291	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-292	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-293	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-294	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-295	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-296	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-297	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-298	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-299	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-3	10.4744997024536	10.500999450683599	44.36042785644529	487.302917480469	24.431999206543	0.7599999904632572	23.6719989776611	5.1486668586731	16.397333145141598	16.6573333740234	4.725333213806151	1545.0	241.0	28.0	60.3273391723633	708.0	125.0	136.0	651.0	Columbia
BESC-30	11.197999954223599	10.714666366577099	43.20429992675779	522.36474609375	25.888000488281197	1.08800005912781	24.800001144409197	5.420666694641111	17.6399993896484	17.721332550048803	5.03000020980835	1290.0	202.0	26.0	57.7564811706543	583.0	114.0	119.0	531.0	Columbia
BESC-300	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-301	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-302	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-303	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-304	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-305	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-306	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-307	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-308	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-309	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-31	11.197999954223599	10.714666366577099	43.20429992675779	522.36474609375	25.888000488281197	1.08800005912781	24.800001144409197	5.420666694641111	17.6399993896484	17.721332550048803	5.03000020980835	1290.0	202.0	26.0	57.7564811706543	583.0	114.0	119.0	531.0	Columbia
BESC-310	10.7569999694824	10.065333366394	41.7510108947754	522.345764160156	24.8799991607666	0.772000014781952	24.1079998016357	4.96733331680298	17.2719993591309	17.2719993591309	4.66666650772095	1272.0	178.0	39.0	45.2984085083008	515.0	146.0	146.0	459.0	nearNorth
BESC-311	10.337500572204599	10.2276668548584	41.841217041015604	525.3712158203119	24.888000488281197	0.44400000572204606	24.4440002441406	4.53133344650269	16.875999450683597	16.8793334960938	4.26466655731201	1636.0	226.0	48.0	45.884117126464794	670.0	184.0	192.0	596.0	nearNorth
BESC-312	10.337500572204599	10.2276668548584	41.841217041015604	525.3712158203119	24.888000488281197	0.44400000572204606	24.4440002441406	4.53133344650269	16.875999450683597	16.8793334960938	4.26466655731201	1636.0	226.0	48.0	45.884117126464794	670.0	184.0	192.0	596.0	nearNorth
BESC-313	10.337500572204599	10.2276668548584	41.841217041015604	525.3712158203119	24.888000488281197	0.44400000572204606	24.4440002441406	4.53133344650269	16.875999450683597	16.8793334960938	4.26466655731201	1636.0	226.0	48.0	45.884117126464794	670.0	184.0	192.0	596.0	nearNorth
BESC-314	10.337500572204599	10.2276668548584	41.841217041015604	525.3712158203119	24.888000488281197	0.44400000572204606	24.4440002441406	4.53133344650269	16.875999450683597	16.8793334960938	4.26466655731201	1636.0	226.0	48.0	45.884117126464794	670.0	184.0	192.0	596.0	nearNorth
BESC-315	10.337500572204599	10.2276668548584	41.841217041015604	525.3712158203119	24.888000488281197	0.44400000572204606	24.4440002441406	4.53133344650269	16.875999450683597	16.8793334960938	4.26466655731201	1636.0	226.0	48.0	45.884117126464794	670.0	184.0	192.0	596.0	nearNorth
