Geno,Latitude,Longitude,River
BESC-41,46.10243065,-122.8813877,Columbia
BESC-42,46.10231071,-122.8804939,Columbia
BESC-43,46.10208197,-122.8796948,Columbia
BESC-44,46.10195314,-122.8788363,Columbia
BESC-45,46.10166647,-122.8781377,Columbia
BESC-46,46.10122701,-122.8774618,Columbia
BESC-47,46.10056258,-122.8772099,Columbia
BESC-48,46.10007559,-122.8770917,Columbia
BESC-49,46.09962657,-122.8770268,Columbia
BESC-5,46.16946249,-123.0495664,Columbia
BESC-50,46.09891721,-122.8759815,Columbia
BESC-51,46.09850826,-122.8763039,Columbia
BESC-52,46.09818203,-122.8766406,Columbia
BESC-53,46.0976953,-122.8763137,Columbia
BESC-54,46.09831061,-122.877641,Columbia
BESC-55,46.09879978,-122.8776817,Columbia
BESC-56,46.09937595,-122.8784046,Columbia
BESC-57,46.1000429,-122.8788815,Columbia
BESC-58,46.10038145,-122.8796666,Columbia
BESC-59,46.10089852,-122.8793737,Columbia
BESC-6,46.16889135,-123.0488401,Columbia
BESC-60,46.10088914,-122.8802903,Columbia
BESC-61,46.1013835,-122.8798575,Columbia
BESC-62,46.10142189,-122.8806727,Columbia
BESC-63,46.1020082,-122.8803752,Columbia
BESC-64,46.10178558,-122.8813312,Columbia
BESC-65,46.10216008,-122.8817526,Columbia
BESC-66,46.10214181,-122.8823976,Columbia
BESC-67,46.10253341,-122.8828655,Columbia
BESC-68,46.10301898,-122.8832471,Columbia
BESC-69,46.10379456,-122.8858374,Columbia
BESC-7,46.16831476,-123.0474736,Columbia
BESC-70,46.10429906,-122.8867168,Columbia
BESC-71,46.10473417,-122.8865543,Columbia
BESC-72,46.10434072,-122.8858503,Columbia
BESC-73,46.10379967,-122.8851378,Columbia
BESC-74,46.10613428,-122.8899141,Columbia
BESC-75,46.10710029,-122.8897913,Columbia
BESC-76,46.11914727,-122.9989267,Columbia
BESC-77,46.11922966,-122.9981085,Columbia
BESC-78,46.11929756,-122.9973268,Columbia
BESC-79,46.11917996,-122.9962617,Columbia
BESC-8,46.168183,-123.0465153,Columbia
BESC-80,46.11918591,-122.9952942,Columbia
BESC-81,46.11923511,-122.9944292,Columbia
BESC-82,46.11886723,-122.993836,Columbia
BESC-83,46.11875818,-122.9931991,Columbia
BESC-84,46.11850966,-122.9924793,Columbia
BESC-85,46.11815728,-122.9923812,Columbia
BESC-86,46.11770919,-122.9919321,Columbia
BESC-87,46.11718783,-122.9916346,Columbia
BESC-88,46.11696269,-122.9904118,Columbia
BESC-89,46.11673186,-122.9898539,Columbia
BESC-9,46.16756273,-123.0477389,Columbia
BESC-90,46.11647042,-122.9895583,Columbia
BESC-91,46.11590859,-122.9892135,Columbia
BESC-92,46.11594932,-122.9885576,Columbia
BESC-93,46.11557675,-122.9882303,Columbia
BESC-94,46.11517123,-122.9878133,Columbia
BESC-95,46.11457452,-122.9872308,Columbia
BESC-96,46.1145394,-122.9866969,Columbia
BESC-97,46.11426531,-122.9862172,Columbia
BESC-98,46.11349954,-122.9856071,Columbia
BESC-99,46.11281793,-122.9858043,Columbia
GW-10072,46.26666667,-123.45,Columbia
GW-11037,46.1,-123.2,Columbia
GW-11038,46.1,-123.2,Columbia
GW-11039,46.1,-123.2,Columbia
GW-11041,46.1,-123.2,Columbia
GW-11042,46.1,-123.2,Columbia
GW-11043,46.1,-123.2,Columbia
GW-11044,46.1,-123.2,Columbia
GW-11045,46.1,-123.2,Columbia
GW-11046,46.1,-123.2,Columbia
GW-11047,46.1,-123.2,Columbia
GW-11048,46.1,-123.2,Columbia
GW-11049,46.1,-123.2,Columbia
GW-11051,46.1,-123.2,Columbia
GW-11052,46.1,-123.2,Columbia
GW-4610,45.96666667,-122.8166667,Columbia
GW-7973,45.55,-122.4,Columbia
GW-7974,45.55,-122.4,Columbia
GW-7975,45.55,-122.4,Columbia
GW-7976,46.11666667,-123.0,Columbia
GW-7977,46.11916667,-122.995,Columbia
GW-7978,46.11666667,-123.0,Columbia
GW-7979,46.11666667,-123.0,Columbia
GW-7980,46.13833333,-123.2697222,Columbia
GW-7981,46.13333333,-123.25,Columbia
GW-7982,46.13333333,-123.25,Columbia
GW-7983,46.11666667,-123.0,Columbia
GW-7984,46.11666667,-123.0,Columbia
GW-7985,46.11666667,-123.0,Columbia
GW-7986,46.12888889,-123.0216667,Columbia
GW-7987,46.08333333,-122.8833333,Columbia
GW-7988,46.08333333,-122.8833333,Columbia
GW-7989,46.08333333,-122.8833333,Columbia
GW-7990,46.08333333,-122.8833333,Columbia
GW-7991,46.0,-122.8666667,Columbia
GW-7992,46.0,-122.8666667,Columbia
GW-7993,46.0,-122.8666667,Columbia
GW-7994,46.0,-122.8666667,Columbia
GW-7996,46.1,-123.1833333,Columbia
GW-9947,46.05,-121.9333333,Columbia
GW-9948,46.05,-121.9333333,Columbia
GW-9950,46.05,-121.9333333,Columbia
GW-9951,46.05,-121.9333333,Columbia
GW-9952,46.05,-121.9333333,Columbia
GW-9953,46.15,-123.3333333,Columbia
GW-9954,46.15,-123.3333333,Columbia
GW-9955,46.15,-123.3333333,Columbia
GW-9956,46.15,-123.3333333,Columbia
GW-9957,46.15,-123.3333333,Columbia
GW-9958,46.15,-123.3333333,Columbia
GW-9959,45.95,-121.95,Columbia
GW-9960,45.95,-121.95,Columbia
GW-9961,45.95,-121.95,Columbia
GW-9962,45.95,-121.95,Columbia
GW-9963,45.95,-121.95,Columbia
GW-9964,45.95,-121.95,Columbia
GW-9965,45.95,-122.8166667,Columbia
GW-9966,45.95,-122.8166667,Columbia
GW-9967,45.95,-122.8166667,Columbia
GW-9968,45.95,-122.8166667,Columbia
GW-9969,45.95,-122.8166667,Columbia
GW-9970,45.95,-122.8166667,Columbia
GW-9971,45.95,-122.8166667,Columbia
GW-9756,48.81666667,-122.2166667,Nooksack
GW-9757,48.81666667,-122.2166667,Nooksack
GW-9758,48.81666667,-122.2166667,Nooksack
GW-9759,48.81666667,-122.2166667,Nooksack
GW-9760,48.81666667,-122.2166667,Nooksack
GW-9761,48.81666667,-122.2166667,Nooksack
GW-9762,48.81666667,-122.2166667,Nooksack
GW-9763,48.81666667,-122.2166667,Nooksack
GW-9764,48.81666667,-122.2166667,Nooksack
GW-9765,48.81666667,-122.2166667,Nooksack
GW-9766,48.81666667,-122.2166667,Nooksack
GW-9767,48.81666667,-122.2166667,Nooksack
GW-9768,48.71666667,-122.2,Nooksack
GW-9769,48.71666667,-122.2,Nooksack
GW-9770,48.71666667,-122.2,Nooksack
GW-9771,48.71666667,-122.2,Nooksack
GW-9772,48.71666667,-122.2,Nooksack
GW-9773,48.71666667,-122.2,Nooksack
GW-9774,48.71666667,-122.2,Nooksack
GW-9775,48.71666667,-122.2,Nooksack
GW-9776,48.71666667,-122.2,Nooksack
GW-9777,48.71666667,-122.2,Nooksack
GW-9778,48.71666667,-122.2,Nooksack
GW-9779,48.71666667,-122.2,Nooksack
GW-9780,48.91666667,-122.0666667,Nooksack
GW-9781,48.91666667,-122.0666667,Nooksack
GW-9782,48.91666667,-122.0666667,Nooksack
GW-9783,48.91666667,-122.0666667,Nooksack
GW-9784,48.91666667,-122.0666667,Nooksack
GW-9785,48.91666667,-122.0666667,Nooksack
GW-9786,48.91666667,-122.0666667,Nooksack
GW-9787,48.91666667,-122.0666667,Nooksack
GW-9788,48.91666667,-122.0666667,Nooksack
GW-9789,48.91666667,-122.0666667,Nooksack
GW-9791,48.91666667,-122.0666667,Nooksack
BESC-141,47.0588426,-122.1913681,Puyallup
BESC-142,47.05966596,-122.1907097,Puyallup
BESC-143,47.06048017,-122.1909214,Puyallup
BESC-144,47.06102944,-122.1910244,Puyallup
BESC-145,47.06138156,-122.1916272,Puyallup
BESC-146,47.06257506,-122.1921085,Puyallup
BESC-147,47.0630592,-122.1922878,Puyallup
BESC-148,47.06411624,-122.1925853,Puyallup
BESC-149,47.06447507,-122.1929431,Puyallup
BESC-150,47.06592456,-122.194334,Puyallup
BESC-151,47.06650224,-122.1946774,Puyallup
BESC-152,47.06697959,-122.1948677,Puyallup
BESC-153,47.0674302,-122.1948913,Puyallup
BESC-154,47.06842387,-122.1949794,Puyallup
BESC-155,47.06883752,-122.1950611,Puyallup
BESC-156,47.06919953,-122.195408,Puyallup
BESC-157,47.06964612,-122.1955806,Puyallup
BESC-158,47.07002716,-122.1959131,Puyallup
BESC-159,47.07067684,-122.1957046,Puyallup
BESC-160,47.07091053,-122.1964496,Puyallup
BESC-161,47.07170388,-122.1973965,Puyallup
BESC-162,47.07208836,-122.1977788,Puyallup
BESC-163,47.0728154,-122.1984432,Puyallup
BESC-164,47.07330147,-122.1985738,Puyallup
BESC-165,47.07385107,-122.1990201,Puyallup
BESC-166,47.07436714,-122.1990864,Puyallup
BESC-167,47.07479152,-122.1989024,Puyallup
BESC-168,47.07516535,-122.1992306,Puyallup
BESC-169,47.07636287,-122.1993622,Puyallup
BESC-170,47.07693167,-122.1992601,Puyallup
BESC-171,47.07724549,-122.1991968,Puyallup
BESC-172,47.07774773,-122.199318,Puyallup
BESC-173,47.07845726,-122.1994411,Puyallup
BESC-174,47.07886412,-122.1993966,Puyallup
BESC-175,47.07966794,-122.1999008,Puyallup
BESC-176,47.08054109,-122.200024,Puyallup
BESC-177,47.08114006,-122.2001618,Puyallup
BESC-178,47.08242626,-122.2011494,Puyallup
BESC-179,47.08267403,-122.201417,Puyallup
BESC-180,47.08309681,-122.2022258,Puyallup
BESC-181,47.08337031,-122.2027719,Puyallup
BESC-182,47.08362051,-122.2034033,Puyallup
BESC-183,47.08395193,-122.2040834,Puyallup
BESC-184,47.08424429,-122.2045619,Puyallup
BESC-185,47.08450765,-122.205286,Puyallup
BESC-186,47.08511408,-122.2063601,Puyallup
BESC-187,47.08539731,-122.2069225,Puyallup
BESC-188,47.08612259,-122.2077726,Puyallup
BESC-189,47.08770158,-122.2100112,Puyallup
BESC-190,47.08786938,-122.2104161,Puyallup
BESC-191,47.08840733,-122.2112805,Puyallup
BESC-192,47.08872543,-122.2118002,Puyallup
BESC-193,47.08913472,-122.2126905,Puyallup
BESC-194,47.08929213,-122.2117131,Puyallup
BESC-195,47.0896259,-122.2135,Puyallup
BESC-196,47.09009537,-122.2140071,Puyallup
BESC-197,47.09051622,-122.2143516,Puyallup
BESC-198,47.09098963,-122.214763,Puyallup
BESC-199,47.09143387,-122.215163,Puyallup
BESC-200,47.0920828,-122.215679,Puyallup
BESC-201,47.09274614,-122.216353,Puyallup
BESC-202,47.09321251,-122.2168223,Puyallup
BESC-203,47.09390695,-122.2172829,Puyallup
BESC-204,47.09460466,-122.2181304,Puyallup
BESC-205,47.09514789,-122.218506,Puyallup
BESC-206,47.09544042,-122.2189606,Puyallup
BESC-207,47.09563547,-122.219601,Puyallup
BESC-208,47.09601726,-122.2198223,Puyallup
BESC-209,47.09646477,-122.2197045,Puyallup
BESC-210,47.09736608,-122.2198169,Puyallup
BESC-211,47.09827694,-122.2200477,Puyallup
BESC-212,47.09883627,-122.2198536,Puyallup
BESC-213,47.09935142,-122.219794,Puyallup
BESC-214,47.10022029,-122.2202342,Puyallup
BESC-215,47.10083158,-122.1998968,Puyallup
BESC-216,47.10493661,-122.2055192,Puyallup
BESC-217,47.1044876,-122.2046274,Puyallup
BESC-218,47.10413472,-122.2040021,Puyallup
BESC-219,47.10393514,-122.203447,Puyallup
BESC-220,47.10326669,-122.2023995,Puyallup
BESC-221,47.10209096,-122.2002148,Puyallup
BESC-222,47.10120751,-122.1986151,Puyallup
BESC-223,47.09992675,-122.1965836,Puyallup
BESC-224,47.0990951,-122.19497,Puyallup
BESC-225,47.09859286,-122.194178,Puyallup
BESC-226,47.09836126,-122.193473,Puyallup
BESC-227,47.09784988,-122.1930889,Puyallup
BESC-228,47.09744437,-122.1927025,Puyallup
BESC-229,47.05837196,-122.1917934,Puyallup
BESC-230,47.0586271,-122.1925125,Puyallup
BESC-231,47.05856751,-122.1932399,Puyallup
BESC-232,47.05797172,-122.1932637,Puyallup
BESC-233,47.0569954,-122.1933765,Puyallup
BESC-234,47.05646281,-122.1927089,Puyallup
BESC-235,47.05605864,-122.1930057,Puyallup
BESC-236,47.0556097,-122.1933534,Puyallup
BESC-237,47.05517233,-122.1935321,Puyallup
BESC-238,47.05376392,-122.1948949,Puyallup
BESC-239,47.05322153,-122.1955532,Puyallup
BESC-240,47.052713,-122.1960706,Puyallup
BESC-241,47.05258409,-122.1968833,Puyallup
BESC-242,47.05197623,-122.1968659,Puyallup
BESC-243,47.05088357,-122.1972702,Puyallup
BESC-244,47.05022156,-122.1976275,Puyallup
BESC-245,47.04991663,-122.1984227,Puyallup
BESC-246,47.04953684,-122.1990668,Puyallup
BESC-247,47.04961664,-122.1997513,Puyallup
BESC-248,47.04944372,-122.1993946,Puyallup
BESC-801,47.07514012,-122.201392,Puyallup
BESC-802,47.07607529,-122.2017983,Puyallup
